,CAS,,Compound name,Compoundflags
,CAS,,Compound name,Compound flags
1.,79-39-0,,methacrylamide,Q E S
2.,75-05-8,,methyl cyanide,Q E R T
3.,104-85-8,,4-methylbenzonitrile,E S R
4.,107-12-0,,propanenitrile (=ethyl cyanide),P E S T
5.,107-13-1,,2-propenenitrile (=acrylonitrile),P E S O T
6.,78-82-0,,2-methylpropanenitrile (=isobutyronitrile),P E S T
7.,3515-93-3,,3-cyanopropanal,Q E S
8.,109-74-0,,"butanenitrile (=butyronitrile, propyl cyanide)",P E S T
9.,4786-20-3,,2-butenenitrile (=crotononitrile) (mixture of cis- and trans-),E S
10.,627-26-9,,(E)-2-butenenitrile,S
11.,109-75-1,,"3-butenenitrile (=allyl cyanide, vinylacetonitrile)",Q E S
12.,18936-17-9,,2-methylbutanenitrile (=sec-butyl cyanide),P E R
13.,625-28-5,,3-methylbutanenitrile (=isobutyl cyanide),Q E R T
14.,4786-19-0,,3-methyl-3-butenenitrile,P E S R
15.,107407-87-4,,(Z)-2-(hydroxymethyl)-2-butenenitrile,P
16.,107407-88-5,,(E)-2-(hydroxymethyl)-2-butenenitrile,P
17.,83968-04-1,,"(R,S)-3-hydroxy-2-methylbutanenitrile",P
18.,83968-05-2,,"(R,R)-3-hydroxy-2-methylbutanenitrile",P
19.,110-59-8,,pentanenitrile,Q E S T
20.,3322-62-1,,9-Octadecenamide,E S
21.,592-51-8,,4-pentenenitrile,Q S
22.,27451-36-1,,3-hydroxy-4-pentenenitrile,P S
23.,21101-88-2,,3-methylpentanenitrile,P S
24.,542-54-1,,4-methylpentanenitrile,Q S R
25.,628-73-9,,hexanenitrile,Q R T
26.,5048-19-1,,5-hexenenitrile,Q S
27.,19424-34-1,,5-methylhexanenitrile,P S
28.,30316-00-8,,2-methyl-5-hexenenitrile,P S R
29.,629-08-3,,heptanenitrile,Q E
30.,124-12-9,,octanenitrile,Q S T
31.,2243-27-8,,nonanenitrile,Q S
32.,1975-78-6,,decanenitrile,Q S O
33.,2437-25-4,,dodecanenitrile,Q S T
34.,629-60-7,,tridecanenitrile,Q S
35.,629-63-0,,tetradecanenitrile,Q S
36.,18300-91-9,,pentadecanenitrile,Q S
37.,629-79-8,,hexadecanenitrile,Q S
38.,5146-66-7,,"3,7-dimethyl-2,6-octadienenitrile (=geranylnitrile)",Q E S R
39.,100-47-0,,benzonitrile,Q E S R O T
40.,140-29-4,,"phenylacetonitrile (=benzyl cyanide, benzeneacetonitrile)",Q E R T
41.,529-19-1,,2-methylbenzonitrile (=o-tolunitrile),Q E R
42.,620-22-4,,3-methylbenzonitrile (=m-tolunitrile),P E S
43.,25550-22-5,,tolunitrile (unkn.str.),P
44.,2947-61-7,,(methylphenyl)acetonitrile,Q S
45.,14191-95-8,,4-hydroxyphenylacetonitrile,P E S
46.,645-59-0,,"3-phenylpropanenitrile (=phenethyl cyanide, benzenepropanenitrile)",Q E S T
47.,4360-47-8,,"3-phenyl-2-propenenitrile (=cinnamonitrile, styryl cyanide)",P E S
48.,4421-08-3,,vanillonitrile,P S
49.,100-70-9,,2-pyridinecarbonitrile,S
50.,85526-38-1,,nicotinonitrile,S
51.,771-51-7,,3-indoleacetonitrile,Q S
52.,624-83-9,,methyl isocyanate,E T
53.,111-36-4,,butyl isocyanate,P S
54.,103-71-9,,phenyl isocyanate,S
55.,532-28-5,,benzaldehydecyanhydrin,Q S
56.,926-64-7,,(dimethylamino)acetonitrile,P E
57.,1467-79-4,,dimethylcyanamide,P E
58.,123-39-7,,N-methylformamide,Q S T
59.,68-12-2,,"N,N-dimethylformamide",Q S R O T
60.,75-12-7,,formamide,P E S T
61.,6281-96-5,,N-isobutylformamide,P E S
62.,23069-99-0,,N-(2-phenethyl)formamide,Q E S R
63.,617-84-5,,"N,N-diethylformamide",P E S
64.,758-16-7,,"N,N-dimethylmethanethioamide",E S
65.,761-65-9,,"N,N-dibutylformamide",Q E R
66.,60-35-5,,acetamide,P E S R T
67.,79-16-3,,N-methylacetamide,Q E S R T
68.,625-50-3,,N-ethylacetamide,Q E T
69.,5331-48-6,,N-propylacetamide (=N-acetylpropylamine),P E S
70.,1118-69-0,,N-isopropylacetamide,P E S T
71.,1119-49-9,,N-butylacetamide,P E S
72.,,,N-butylacetamide (unkn.str.),Q
73.,1189-05-5,,N-sec-butylacetamide,P E S
74.,762-84-5,,N-tert-butylacetamide,P E S T
75.,1540-94-9,,N-isobutylacetamide,P E
76.,54824-90-7,,N-(2-methylbutyl)acetamide,Q S
77.,,,N-methylbutylacetamide (unkn.str.),P
78.,2524-60-9,,N-pentylacetamide,P S
79.,13434-12-3,,N-isopentylacetamide,Q E R
80.,7501-79-3,,N-hexylacetamide,P S
81.,1124-53-4,,N-cyclohexylacetamide,P S
