,CAS,,Compound name,Compoundflags
,CAS,,Compound name,Compound flags
1.,131-99-7,,inosinic acid,Q E
2.,58-63-9,,inosine,Q T
3.,85-32-5,,Guanilic acid,Q E
4.,118-00-3,,guanosine,Q E T
5.,63-37-6,,cytidinemonofosfaat,Q E
6.,58-97-9,,5'-UMP,Q E
7.,56-65-5,,5'-ATP,Q E
8.,58-64-0,,5'-ADP,Q E
9.,58-96-8,,Uridine,P S
10.,61-19-8,,"Adenosine monophosphate; monosodium, or disodium adenylate",Q E
11.,65-46-3,,cytidine,P S
12.,58-61-7,,adenosine,Q T
13.,84-21-9,,3'-AMP,Q E
14.,130-49-4,,2'-AMP,Q E
15.,2457-80-9,,5'-methylthioadenosine,S
16.,117-68-0,,3'-GMP,Q E
17.,68-94-0,,Hypoxanthine,P E S T
18.,58-08-2,,Caffeine,Q E S R T
19.,83-67-0,,theobromine,E S T
