,CAS,,Compound name,Compoundflags
,CAS,,Compound name,Compound flags
1.,66873-38-9,,dihydrocolumellarin,P S R
2.,19444-84-9,,2-hydroxybutanoic acid lactone (=α-butyrolactone),P E S R O
3.,3068-88-0,,3-hydroxybutanoic acid lactone (=β-butyrolactone),P E S
4.,34004-69-8,,"3(2H)-Furanone, dihydro-5-isopropyl-",P E S R
5.,96-48-0,,4-hydroxybutanoic acid lactone,Q E S R O T
6.,1679-47-6,,4-hydroxy-2-methylbutanoic acid lactone (=3-methyltetrahydrofuran-2-one),P E S R
7.,1679-49-8,,4-hydroxy-3-methylbutanoic acid lactone,P E S R
8.,79-50-5,,"dihydro-3-hydroxy-4,4-dimethyl-2(3H)-furanone",P S R
9.,82000-10-0,,4-hydroxy-methylbutanoic acid lactone (unkn.str.),P E
10.,932-85-4,,4-ethoxy-4-hydroxybutanoic acid lactone,Q E S T
11.,26817-24-3,,4-(ethoxycarbonyl)-4-hydroxy-butanoic acid lactone,Q E
12.,,,2-methyl-2-prenyl-4-butanolide,Q E
13.,599-04-2,,"2,4-dihydroxy-3,3-dimethylbutanoic acid lactone (=pantolactone)",Q E S R O T
14.,5469-16-9,,β-hydroxybutyrolactone,E S R O
15.,108-29-2,,"4-hydroxypentanoic acid lactone (=γ-valerolactone, 4-pentanolide)",Q E S R O T
16.,542-28-9,,"5-hydroxypentanoic acid lactone (=δ-pentalactone, tetrahydro-2-pyrone)",Q E S R O T
17.,,,hydroxypentanoic acid lactone (unkn.str.),P
18.,6971-63-7,,4-hydroxy-3-methylpentanoic acid lactone,P E S
19.,3123-97-5,,"4-hydroxy-4-methylpentanoic acid lactone (=4,4-dimethylbutanolide)",Q E S R
20.,2381-87-5,,5-hydroxy-3-methyl-2-pentenoic acid lactone (=anhydromevalolactone),Q E S
21.,695-06-7,,"4-hydroxyhexanoic acid lactone (=γ-hexalactone, γ-caprolactone, 4-hexanolide)",Q E S R O T
22.,63357-95-9,,(R)-4-hydroxyhexanoic acid lactone,Q E S
23.,41035-07-8,,(S)-4-hydroxyhexanoic acid lactone,Q E S
24.,823-22-3,,"5-hydroxyhexanoic acid lactone (=δ-caprolactone, δ-hexalactone)",Q E S R T
25.,674-26-0,,4-hydroxy-4-methyltetrahydro-2H-pyran-2-one,Q E S
26.,43112-32-9,,(R)-5-hydroxyhexanoic acid lactone (=(R)-δ-hexanolide),P E S
27.,16320-13-1,,(S)-5-hydroxyhexanoic acid lactone (=(S)-δ-hexanolide),P E S
28.,502-44-3,,6-hydroxyhexanoic acid lactone,Q E S
29.,21963-38-2,,4-hydroxy-5-hexenoic acid lactone,P E S R
30.,2865-82-9,,4-hydroxy-4-methylhexanoic acid lactone,P E S R O
31.,80060-76-0,,(Z)-18-Octadec-9-enolide,P E S
32.,3720-20-5,,5-hydroxy-3-methylhexanoic acid lactone,P E S R
33.,10413-18-0,,5-hydroxy-4-methylhexanoic acid lactone,P E S
34.,2610-95-9,,5-hydroxy-5-methylhexanoic acid lactone,P S
35.,24405-16-1,,trans-5-hydroxy-4-methylhexanoic acid lactone,P S
36.,1073-11-6,,"4-hydroxy-4-methyl-5-hexenoic acid lactone (=lavender lactone, 5-methyl-5-vinyldihydro-2(3H)-furanone)",Q E S R
37.,105814-63-9,,"4,5-dihydroxyhexanoic acid γ-lactone (5-ring) (=sherry lactone, dihydrosolerone, solerole)",P E S O
38.,56452-73-4,,"4,5-dihydroxyhexanoic acid lactone (5-ring), (4S,5S)- (=(4S,5S)-solerol)",P E
39.,89195-92-6,,"4,5-dihydroxyhexanoic acid lactone (5-ring), (4S,5R)- (=(4S,5R)-solerol)",P E
40.,114420-35-8,,"4,5-dihydroxyhexanoic acid lactone (5-ring), (4R,5S)- (=(4R,5S)-solerol)",P E
41.,114220-37-0,,"4,5-dihydroxyhexanoic acid lactone (5-ring), (4R,5R)- (=(4R,5R)-solerol)",P E
42.,58957-60-1,,"4,5-dihydroxyhexanoic acid lactone (unkn.str.)",
43.,78344-33-9,,"4,6-dihydroxyhexanoic acid lactone (5-ring)",P
44.,,,"5,6-dihydroxyhexanoic acid lactone (unkn.str.)",P
45.,29393-32-6,,4-hydroxy-5-oxohexanoic acid lactone (5-ring) (=solerone),Q E S R O
46.,61262-92-8,,(4S)-4-hydroxy-5-oxohexanoic acid lactone (5-ring) (=(4S)-solerone),P E S
47.,81767-46-6,,(4R)-4-hydroxy-5-oxohexanoic acid lactone (5-ring) (=(4R)-solerone),P E
48.,105-21-5,,"4-hydroxyheptanoic acid lactone (=4-heptanolide, γ-heptalactone)",Q E S R O T
49.,31450-61-0,,5-butyl-2(3H)-furanone,P E S
50.,88270-38-6,,(R)-4-hydroxyheptanoic acid lactone,Q E
51.,31323-51-0,,(S)-4-hydroxyheptanoic acid lactone,Q E
