,CAS,,Compound name,Compoundflags
,CAS,,Compound name,Compound flags
1.,3681-93-4,,vitexin,Q
2.,554-35-8,,linamarine,Q E
3.,17388-39-5,,Swertiamarin,Q E T
4.,14215-86-2,,Sweroside,Q T
5.,20831-76-9,,Gentiopicroside,Q
6.,22255-40-9,,Logan acid,Q
7.,21018-84-8,,amarogentine,Q T
8.,58-86-6,,d-Xylose,Q E
9.,50-69-1,,D-Ribose,Q E
10.,597-12-6,,melezitose,P S
11.,53188-23-1,,fructose,Q E
12.,57-50-1,,sucrose,Q E S T
13.,133-99-3,,maltose,Q S
14.,50-99-7,,D-glucose,Q E
15.,5328-37-0,,l-Arabinose,P E S
16.,3615-41-6,,L-Rhamnose,P E S
17.,147742-24-3,,isopropyl apiosylglucoside,Q E
18.,153-18-4,,rutin,Q E
19.,77363-65-6,,myricetin-3-glucuronide,Q S
20.,19833-12-6,,myricetin-3-glucoside,Q S
21.,482-35-9,,quercetin-3-glucuronide,Q S
22.,207671-50-9,,rutin hydrate,Q
23.,480-10-4,,kaempherol-3-glucoside,Q E S
24.,50986-17-9,,delphinidin-3-glucoside,Q E S
25.,,,cyanidin-3-glucoside,Q S
26.,71991-88-3,,petunidin-3-glucoside,Q E S
27.,18470-06-9,,malvidin-3-glucoside,Q E S
28.,101072-66-6,,malvidin-3-acetylglucoside,Q E S
29.,68795-37-9,,peonidin-3-glucoside,Q S
30.,534-67-8,,lotaustralin,Q E
31.,,,malvidin-3-cis-p-coumaroylglucoside,Q
32.,,,malvidin-3-caffeoylglucoside,Q S
33.,,,petunidin-3-p-coumaroylglucoside,Q S
34.,,,malvidin-3-trans-p-coumaroylglucoside,Q S
35.,17912-87-7,,myricitrin,Q
36.,17429-69-5,,isorhamnetin 3-gentiobioside,S
37.,17331-29-2,,isorhamnetin 3-sophoroside-7-glucoside,S
38.,80714-53-0,,kaempferol 3-sophorotrioside,S
39.,22149-35-5,,kaempferol 3-gentiobioside,S
40.,,,quercetin 3-sophoroside 7-glucoside,S
41.,55136-76-0,,kaempferol 3-sophoroside 7-glucoside,S
42.,,,kaempferol 3-O-sinapoyl-sophoroside 7-O-glucoside,S
43.,,,kaempferol 3-O-feruloyl-sophoroside 7-O-glucoside,S
44.,280748-33-6,,"Isoquercitrin, enzymatically modified",
