,CAS,,Compound name,Compoundflags
,CAS,,Compound name,Compound flags
1.,2425-77-6,,2-hexyl-1-decanol,Q S
2.,67-56-1,,methanol,Q E S R O T
3.,4457-71-0,,"3-methyl-1,5-pentanediol",Q S
4.,,,lyoniresinol (unkn. str.),Q
5.,57-88-5,,cholesterol,Q S
6.,100-49-2,,cyclohexanemethanol,P E S
7.,64-17-5,,ethanol,Q E S R O T
8.,3133-01-5,,1-tricosanol,Q S
9.,1559-35-9,,2-(2-ethylhexyloxy)ethanol,S
10.,109-86-4,,2-methoxyethanol (=ethylene glycol monomethyl ether),Q E S T
11.,110-80-5,,2-ethoxyethanol (=ethylene glycol monoethyl ether),Q E S R T
12.,112-50-5,,2(2(2-ethoxy)ethoxy)ethoxyethanol,P S
13.,2807-30-9,,2-propoxyethanol,Q S
14.,109-59-1,,2-isopropoxyethanol,Q E S
15.,111-76-2,,2-butoxyethanol,Q E S R T
16.,4439-24-1,,2-isobutoxyethanol,E S T
17.,621-63-6,,"2,2-diethoxyethanol",Q E S R
18.,2136-70-1,,2-(tetradecyloxy)ethanol,P E S
19.,54446-78-5,,1-(2-butoxyethoxy)ethanol,P S
20.,2136-72-3,,2-(octadecyloxy)ethanol,Q S
21.,,,butoxy-ethoxyethanol (unkn.str.),P
22.,4442-79-9,,cyclohexaneethanol,P E S
23.,122-99-6,,"2-phenoxyethanol (=ethylene glycol monophenyl ether, phenylglycol)",Q E S R O T
24.,119417-97-9,,2-(4-prenyloxyphenyl)ethanol,P E S
25.,141-43-5,,2-aminoethanol (=ethanolamine),Q E S T
26.,109-83-1,,2-(methylamino)ethanol,E T
27.,108-01-0,,2-(dimethylamino)ethanol,P E S R T
28.,100-37-8,,2-(diethylamino)ethanol,E S T
29.,107-21-1,,"1,2-ethanediol (=ethylene glycol, glycol)",Q E S R O T
30.,3055-98-9,,octaethylene glycol monododecyl ether,P S
31.,93-56-1,,"1-phenyl-1,2-ethanediol (=styrene glycol)",E R O
32.,90528-63-5,,"2,3-Epoxyhexanol",P S R
33.,71-23-8,,1-propanol (=propyl alcohol),Q E S R O T
34.,78-91-1,,2-amino-1-propanol,P S
35.,111-35-3,,3-ethoxy-1-propanol,Q E S R O T
36.,19089-47-5,,2-ethoxy-1-propanol,S
37.,4169-04-4,,2-phenoxy-1-propanol,Q E S R
38.,6180-61-6,,3-phenoxy-1-propanol,Q S R
39.,67-63-0,,2-propanol (=isopropyl alcohol),Q E S R O T
40.,5877-42-9,,4-ethyl-1-octyn-3-ol,P S
41.,78-96-6,,1-amino-2-propanol,P E S T
42.,4043-59-8,,"1,3-diethoxy-2-propanol",P S
43.,13021-49-3,,1-ethoxy-3-propoxy-2-propanol,P S
44.,107-18-6,,2-propen-1-ol (=allyl alcohol),Q E S R T
45.,107-19-7,,2-propyn-1-ol,S
46.,78-83-1,,2-methyl-1-propanol (=isobutanol),Q E S R O T
47.,125289-66-9,,3-(4-prenyloxyphenyl)propanol,P E
48.,142-50-7,,d-nerolidol,Q E S R
49.,74841-81-9,,trans-cycloisolongifol-5-ol,P S R
50.,75-65-0,,2-methyl-2-propanol (=tert-butanol),Q E S T
51.,,,2-methylpropanol (unkn.str.),P
52.,13398-94-2,,3-hydroxybenzeneethanol,P E S R
53.,57566-26-4,,isolongifolan-7-α-ol,P S R
54.,107-98-2,,1-methoxy-2-propanol,Q S T
55.,2517-43-3,,3-methoxybutanol,P E S
56.,1569-02-4,,1-ethoxy-2-propanol,Q S T
57.,513-42-8,,2-methyl-2-propen-1-ol (=β-methallyl alcohol),P E S
58.,163634-05-7,,(E)-3-(4-prenyloxyphenyl)-2-propenol,P E S
59.,75-84-3,,"2,2-dimethyl-1-propanol",Q E S T
60.,57-55-6,,"1,2-propanediol (=propylene glycol)",P E S R T
61.,504-63-2,,"1,3-propanediol",P E S
62.,558-43-0,,"2-methylpropane-1,2-diol",E S
63.,56-81-5,,"glycerol (=1,2,3-propanetriol, glycerin)",Q E S R O T
64.,71-36-3,,1-butanol,Q E S R O T
65.,78-92-2,,2-butanol (=sec-butanol),Q E S R O T
66.,14898-79-4,,(R)-2-butanol,Q S T
67.,4221-99-2,,(S)-2-butanol,Q S T
68.,217650-27-6,,cis-cadin-4-en-7-ol,P S R
69.,6117-91-5,,"2-buten-1-ol (=crotyl alcohol, crotonyl alcohol)",Q E S
70.,504-61-0,,(E)-2-buten-1-ol,Q E S
71.,627-27-0,,3-buten-1-ol,Q E S R
72.,598-32-3,,3-buten-2-ol,P E S R
73.,57323-59-8,,butenol (unkn.str.),P
74.,137-32-6,,2-methyl-1-butanol (=active amyl alcohol),Q E S R O T
75.,616-16-0,,(R)-2-methyl-1-butanol,Q S
76.,1565-80-6,,(S)-2-methyl-1-butanol,Q E S R O T
