,CAS,,Compound name,Compoundflags
,CAS,,Compound name,Compound flags
1.,109-99-9,,tetrahydrofuran (=oxolane),Q E S T
2.,96-47-9,,2-methyltetrahydrofuran,P E R
3.,104188-15-0,,"2,5-diethenyl-2-methyltetrahydrofuran",E R
4.,1004-29-1,,2-butyltetrahydrofuran,P E
5.,1003-38-9,,"2,5-dimethyltetrahydrofuran",P E S
6.,41239-48-9,,"2,5-diethyltetrahydrofuran",P E
7.,5921-97-1,,"cis-2,5-diethyltetrahydrofuran",P E
8.,32101-31-8,,"trans-2,5-diethyltetrahydrofuran",Q E
9.,89103-56-0,,cis-marmelo oxide,P E
10.,92343-93-6,,trans-marmelo oxide,P E
11.,79925-89-6,,"2-[1(E),3(E)-hexadienyl]-5-methyltetrahydrofuran",P
12.,29848-44-0,,3-hydroxy-2-methyltetrahydrofuran,P E
13.,696-59-3,,"2,5-dimethoxytetrahydrofuran",P E
14.,78053-99-3,,2-hydroxy-5-pentyltetrahydrofuran,P E R
15.,78054-00-9,,2-ethoxy-5-pentyltetrahydrofuran,P E
16.,78054-01-0,,2-pentoxy-5-pentyltetrahydrofuran,P E
17.,78054-02-1,,2-hexoxy-5-pentyltetrahydrofuran,P E
18.,78054-03-2,,2-octoxy-5-pentyltetrahydrofuran,P E
19.,78054-04-3,,2-nonoxy-5-pentyltetrahydrofuran,P E
20.,78054-10-1,,(Z)-2-(2-nonenoxy)-5-pentyl-tetrahydrofuran,P E
21.,78054-05-4,,(Z)-2-(3-nonenoxy)-5-pentyl-tetrahydrofuran,P
22.,78054-11-2,,"(Z,Z)-2-(3,6-nonadienoxy)-5-pentyltetrahydrofuran",P E
23.,78054-06-5,,2-benzyloxy-5-pentyl-tetrahydrofuran,P E
24.,78054-07-6,,2-pentyl-5-phenethoxytetrahydrofuran,P E
25.,7416-35-5,,"2,2-dimethyl-5-(1-methyl-1-propenyl)tetrahydrofuran",P E R
26.,71635-17-1,,5-isopropyl-2-methyl-2-vinyltetrahydrofuran,Q E O
27.,89412-77-1,,2-(1-hydroxy-1-methylethyl)-5-methyl-5-vinyl-tetrahydrofuran-2-ol,P E
28.,40478-73-7,,5-methyl-5-vinyl-tetrahydrofuran-2-ol (=lavender lactol),P E
29.,27725-58-2,,"tetrahydro-3,4-furandiol",R O
30.,13679-86-2,,anhydrolinalool oxide (5),Q E
31.,54750-70-8,,(E)-anhydrolinalool oxide (5),Q E R
32.,54750-69-5,,(Z)-anhydrolinalool oxide (5),Q E R
33.,,,dehydrofuranlinalool oxide (unkn.str.),P
34.,56058-63-0,,dihydrolinalool oxide (5),Q E
35.,77939-96-9,,cis-dihydrolinalool oxide (5),Q E R
36.,77940-00-2,,trans-dihydrolinalool oxide (5),Q E R
37.,60047-17-8,,linalool oxide (5),Q E
38.,,,trimethyl-vinyl-tetrahydrofurfuryl alcohol (unkn.str.),
39.,5989-33-3,,cis-linalool oxide (5),Q E S R O T
40.,23007-29-6,,"cis-(2S,5R)-linalool oxide (5)",Q E
41.,,,"cis-(2R,5S)-linalool oxide (5)",Q
42.,34995-77-2,,trans-linalool oxide (5),Q E R O T
43.,,,"trans-(2S,5S)-linalool oxide (5)",Q
44.,41720-55-2,,"trans-(2R,5R)-linalool oxide (5)",Q E
45.,79238-70-3,,"(R*,2S,5R)-epoxylinalool oxide B",P E
46.,79355-26-3,,"(S*,2S,5R)-epoxylinalool oxide B",P E
47.,105817-03-6,,"(R*,2R,5R)-epoxylinalool oxide A",P E
48.,157008-60-1,,"(S*,2R,5R)-epoxylinalool oxide A",P E
49.,56469-39-7,,"cis-linalool oxide (5), acetate",Q E S
50.,56469-40-0,,"trans-linalool oxide (5), acetate",Q E
51.,79925-88-5,,2-cis-(1-(E)-hexenyl)-5-methyltetrahydrofuran,P E
52.,79981-21-8,,2-trans-[1-(E)-hexenyl]-5-methyltetrahydrofuran,P E
53.,,,2-propyldihydrofuran (unkn.str.),P
54.,4412-91-3,,3-furanmethanol,Q E R
55.,1191-99-7,,"2,3-dihydrofuran",Q E R
56.,36312-17-1,,dihydrofuran (unkn.str.),P
57.,1708-27-6,,"3-methyl-2,3-dihydrofuran",P E R
58.,34314-83-5,,"4-methyl-2,3-dihydrofuran",Q R
59.,56805-32-4,,"2,3-dihydro-3-(1-methylpropyl)furan",Q R
60.,1708-31-2,,"3-methyl-2,5-dihydrofuran",P E
61.,17108-52-0,,"2,5-dimethyl-2,3-dihydrofuran",P E
62.,,,"2,3,4,5-tetramethyl-2,3-dihydrofuran",P
63.,81624-01-3,,dimethoxydihydrofuran (unkn.str.),P
64.,13436-44-7,,"2-ethoxy-2,5-dihydrofuran",P
65.,871465-49-5,,cassyrane,E O
66.,110-00-9,,furan,Q R T
67.,25414-22-6,,2-methoxy-furan,P S
68.,534-22-5,,2-methylfuran,Q E S R T
