,CAS,,Compound name,Compoundflags
,CAS,,Compound name,Compound flags
1.,74-93-1,,methanethiol (=methyl mercaptan),Q E S R O T
2.,75-08-1,,ethanethiol (=ethyl mercaptan),Q E S R O T
3.,21414-41-5,,glucoraphanin,S
4.,534-69-0,,sinigrin,E S
5.,585-95-5,,progoitrin,E S
6.,83327-20-2,,4-hydroxyglucobrassicin,E S
7.,4356-52-9,,glucobrassicin,E S
8.,499-30-9,,gluconasturtiin,E S
9.,5187-84-8,,neoglucobrassicin,S
10.,107-35-7,,Taurine,Q E S T
11.,69404-94-0,,"vanillin, tert-butyldimethylsilyl ether",P S
12.,31331-53-0,,1-(methylthio)ethanethiol,P E S R O T
13.,31331-54-1,,1-(ethylthio)ethanethiol,P E R O
14.,860210-40-8,,1-(propylthio)ethanethiol,P E R O
15.,1407182-53-9,,1-[[1-(methylthio)ethyl]thio]ethanethiol isomer I,P R O
16.,1407182-53-9,,1-[[1-(methylthio)ethyl]thio]ethanethiol isomer II,P R O
17.,1407182-54-0,,1-[[1-(ethylthio)ethyl]thio]ethanethiol isomer I,P R O
18.,1407182-54-0,,1-[[1-(ethylthio)ethyl]thio]ethanethiol isomer II,P R O
19.,69382-62-3,,"1,1-ethanedithiol",P E R O
20.,540-63-6,,"1,2-ethanedithiol",P E S T
21.,107-03-9,,1-propanethiol (=propyl mercaptan),Q E S R O T
22.,75-33-2,,2-propanethiol (=isopropyl mercaptan),Q E S T
23.,513-44-0,,2-methyl-1-propanethiol (=isobutyl mercaptan),Q E S T
24.,75-66-1,,"2-methyl-2-propanethiol (=tert-butyl mercaptan, tert-butylthiol)",P E S T
25.,31331-55-2,,1-(methylthio)-1-propanethiol,P E R O
26.,31331-56-3,,1-(ethylthio)-1-propanethiol,P E R O
27.,122694-34-2,,propenethiol (unkn.str.),Q
28.,925-89-3,,1-propene-1-thiol (=propenyl mercaptan),P E
29.,870-23-5,,"2-propene-1-thiol (=allyl mercaptan, allylthiol)",Q E S T
30.,5954-69-8,,2-methyl-1-propene-1-thiol,Q R O
31.,5954-68-7,,2-methyl-2-propene-1-thiol,R O
32.,1068-47-9,,2-hydroxy-1-propanethiol,E R O T
33.,109-80-8,,"1,3-propanedithiol",P E S
34.,109-79-5,,1-butanethiol (=butyl mercaptan),Q E S T
35.,18438-38-5,,2-(methylthio)pyridine,Q S O
36.,1878-18-8,,2-methyl-1-butanethiol,P E S R T
37.,541-31-1,,3-methyl-1-butanethiol,Q E S T
38.,513-53-1,,2-butanethiol (=sec-butyl mercaptan),Q E S T
39.,1679-09-0,,2-methyl-2-butanethiol,P E S T
40.,2084-18-6,,3-methyl-2-butanethiol,P E S T
41.,878652-88-1,,(Z)-2-butene-1-thiol,P R O
42.,58688-79-2,,(E)-2-butene-1-thiol,R O
43.,5954-70-1,,3-butene-1-thiol,R O
44.,5937-82-6,,3-butene-2-thiol,R O
45.,1229617-39-3,,(E)-2-methyl-1-butene-1-thiol,Q R O
46.,1229617-36-0,,(Z)-2-methyl-1-butene-1-thiol,Q R O
47.,1229617-33-7,,(E)-3-methyl-1-butene-1-thiol,Q R O
48.,1229617-30-4,,(Z)-3-methyl-1-butene-1-thiol,Q R O
49.,5287-45-6,,3-methyl-2-butene-1-thiol,Q E S R O T
50.,54812-83-8,,"2-methyl-1,3-butanedithiol",Q E R O
51.,1191-08-8,,"1,4-butanedithiol",P E S
52.,110-66-7,,1-pentanethiol (=pentyl mercaptan),Q E S T
53.,2084-19-7,,2-pentanethiol,Q E S
54.,29414-47-9,,(Methylthio)methanethiol,E S
55.,1639-04-9,,2-methyl-3-pentanethiol,P E
56.,928-98-3,,"1,5-pentanedithiol",P
57.,111-31-9,,1-hexanethiol (=hexyl mercaptan),Q E S R O T
58.,1679-06-7,,2-Hexanethiol,T
59.,1633-90-5,,3-hexanethiol,
60.,7341-17-5,,2-ethyl-1-hexanethiol,P E S
61.,1191-43-1,,"1,6-hexanedithiol",P E S
62.,1639-09-4,,1-heptanethiol (=heptyl mercaptan),P E S
63.,628-00-2,,2-heptanethiol,P E R O
64.,119785-55-6,,(R)-2-heptanethiol,O T
65.,119785-37-4,,(S)-2-heptanethiol,O T
66.,25360-13-8,,tert-heptanethiol (unkn.str.),P
67.,111-88-6,,1-octanethiol (=octyl mercaptan),P E T
68.,25265-79-6,,sec-octanethiol (unkn.str.),P
69.,290-30-2,,"4H-1,2,3-trithiin",Q E R O T
70.,1455-21-6,,1-nonanethiol (=nonyl mercaptan),P E
71.,112-55-0,,dodecanethiol,E T
72.,2917-26-2,,hexadecanethiol,P E O
73.,89211-39-2,,"1,2-cyclopentanedithiol",P E R
74.,27460-00-0,,naphthalenethiol (unkn.str.),P
75.,108-98-5,,benzenethiol (=thiophenol),Q E S R O T
