,CAS,,Compound name,Compoundflags
,CAS,,Compound name,Compound flags
1.,10028-15-6,,ozone,S T
2.,50-00-0,,formaldehyde (=methanal),Q E S O T
3.,75-07-0,,acetaldehyde,Q E S R O T
4.,141-46-8,,hydroxyacetaldehyde (=glycolaldehyde),E S
5.,10312-83-1,,methoxyacetaldehyde,P E S R
6.,107-22-2,,ethanedial (=glyoxal),Q E S T
7.,123-38-6,,propanal (=propionaldehyde),Q E S R O T
8.,80-54-6,,lilial,Q E S R T
9.,107-02-8,,2-propenal (=acrolein),Q E S R O T
10.,78-84-2,,"2-methylpropanal (=isobutanal, isobutyraldehyde)",Q E S R O T
11.,78-85-3,,2-methyl-2-propenal (=methacrolein),P E S T
12.,2134-29-4,,3-hydroxypropanal,P S
13.,453-17-8,,"(R)-(+)-2,3-dihydroxypropanal",E S T
14.,78-98-8,,"2-oxopropanal (=pyruvaldehyde, methyl glyoxal, acetylformaldehyde)",Q E S T
15.,6142-38-7,,2-methoxypropanal,P S
16.,5393-69-1,,2-ethoxypropanal,P S
17.,2806-85-1,,3-ethoxypropanal,Q E S R
18.,542-78-9,,propanedial (=malonaldehyde),P E S T
19.,630-19-3,,"2,2-dimethylpropanal",E S T
20.,123-72-8,,butanal (=butyraldehyde),Q E S R O T
21.,4170-30-3,,2-butenal (=crotonaldehyde),Q E S R O
22.,123-73-9,,(E)-2-butenal,Q E S R O T
23.,15798-64-8,,(Z)-2-butenal,P E S
24.,96-17-3,,2-methylbutanal (=α-methylbutanal),Q E S R O T
25.,1730-97-8,,(S)-2-methylbutanal,Q S O T
26.,33204-48-7,,(R)-2-methylbutanal,Q S T
27.,590-86-3,,"3-methylbutanal (=isopentanal, isovaleraldehyde)",Q E S R O T
28.,26140-47-6,,methylbutanal (unkn.str.),Q
29.,26254-92-2,,2-ethyl-3-methylbutanal,P E S R
30.,69009-29-6,,isopropylketene,P E S
31.,1115-11-3,,2-methyl-2-butenal,Q S R O T
32.,497-03-0,,(E)-2-methyl-2-butenal (=tiglicaldehyde),Q E S R O T
33.,107-86-8,,3-methyl-2-butenal (=prenal),Q E S R O
34.,67391-92-8,,methyl-2-butenal (unkn.str.),Q
35.,100365-71-7,,2-methylbutenal (unkn.str.),P
36.,97-96-1,,2-ethylbutanal,P E S T
37.,19780-25-7,,2-ethyl-2-butenal,P E S R O
38.,20521-42-0,,2-vinyl-2-butenal,P E S
39.,40878-71-5,,2-isopropyl-2-butenal,P E S
40.,107-89-1,,3-hydroxybutanal,P E S T
41.,4417-81-6,,2-oxobutanal,P S
42.,110-62-3,,pentanal (=valeraldehyde),Q E S R O T
43.,764-39-6,,2-pentenal,Q E S R O T
44.,1576-87-0,,(E)-2-pentenal,Q S R O T
45.,1576-86-9,,(Z)-2-pentenal,Q S R O T
46.,5604-55-7,,3-pentenal,P S
47.,58838-14-5,,(E)-3-pentenal,S T
48.,53448-06-9,,(Z)-3-pentenal,P S R T
49.,2100-17-6,,4-pentenal,P E S T
50.,31424-04-1,,pentenal (unkn.str.),Q
51.,764-40-9,,"2,4-pentadienal",Q E S R
52.,123-15-9,,2-methylpentanal,Q E S R T
53.,15877-57-3,,3-methylpentanal,Q E S R T
54.,1119-16-0,,4-methylpentanal,E S T
55.,623-36-9,,2-methyl-2-pentenal,Q E S R T
56.,16958-22-8,,(Z)-2-methyl-2-pentenal,S R
57.,14250-96-5,,(E)-2-methyl-2-pentenal,P S R O T
58.,5362-56-1,,4-methyl-2-pentenal,Q E S
59.,5187-71-3,,2-methyl-4-pentenal,Q S
60.,85527-93-1,,methylpentenal (unkn.str.),P
61.,5204-80-8,,2-ethyl-4-pentenal,P S R
62.,18295-59-5,,2-propylpentanal,P S T
63.,4221-03-8,,5-hydroxypentanal,P S R
64.,83440-17-9,,3-methyl-4-oxopentanal,S
65.,14049-15-1,,5-aminopentanal,S
66.,111-30-8,,"1,5-pentanedial (=glutaraldehyde)",P E S T
67.,66-25-1,,hexanal,Q E S R O T
68.,,,isohexanal (unkn.str.),
69.,73513-30-1,,hexanal (branched),P
70.,505-57-7,,2-hexenal,Q S R O T
71.,6728-26-3,,(E)-2-hexenal (=leaf aldehyde),Q E S R O T
72.,16635-54-4,,(Z)-2-hexenal,Q S R O T
73.,4440-65-7,,3-hexenal,P S O
74.,6789-80-6,,(Z)-3-hexenal,Q E S R O T
75.,69112-21-6,,(E)-3-hexenal,Q S R O T
76.,2100-19-8,,4-hexenal,S
77.,764-59-0,,5-hexenal,S T
78.,1335-39-3,,hexenal (unkn.str.),Q R
79.,80466-34-8,,"2,4-hexadienal",Q E S R O
80.,53398-76-8,,"(E,Z)-2,4-hexadienal",Q S R O
81.,142-83-6,,"(E,E)-2,4-hexadienal",Q S R O T
82.,73506-81-7,,hexadienal (unkn.str.),Q
